artist,facebook,twitter,website,genre,mtv
 Elaine Faye ,http://www.facebook.com/elainefayemusic,http://www.twitter.com/http://elainefaye.com,http://www.elainefaye.com,Soul,http://www.mtv.com/artists/elaine-faye/biography
 Elephant Man ,http://www.facebook.com/104001809637832,http://www.twitter.com/eledienergygod,,Hip-Hop/Rap,http://www.mtv.com/artists/elephant-man/biography
 El Chapo de Sinaloa ,,,,Latin,http://www.mtv.com/artists/el-chapo-de-sinaloa/biography
 Erica Campbell ,,http://www.twitter.com/imericacampbell,,Contemporary Gospel,http://www.mtv.com/artists/erica-campbell/biography
 Elvis Costello ,http://www.facebook.com/141043411701,http://www.twitter.com/elviscostello,http://www.elviscostello.com/,Rock,http://www.mtv.com/artists/elvis-costello/biography
 Elton Britt ,,,,Country,http://www.cmt.com/artists/elton-britt/biography
 Elizabeth Cook ,http://www.facebook.com/ElizabethCookMusic,http://www.twitter.com/elizabeth_cook,http://elizabeth-cook.com/,Outlaw Country,http://www.cmt.com/artists/elizabeth-cook/biography
 Emerson Drive ,http://www.facebook.com/121490201234048,http://www.twitter.com/emersondrive,http://emersondrive.com,Country,http://www.cmt.com/artists/emerson-drive/biography
 Emma Mae Jacob ,,,,,http://www.mtv.com/artists/emma-mae-jacob/biography
 Eric Mizelle ,,,,,http://www.mtv.com/artists/eric-mizelle-00/biography
 The Eraserheads ,http://www.facebook.com/315442698577194,http://www.twitter.com/theeraserheads,,Rock,http://www.mtv.com/artists/the-eraserheads-1/biography
 Eve ,http://www.facebook.com/104399302955235,http://www.twitter.com/therealeve,http://www.ruffryders2000.com/eve/,Hip-Hop/Rap,http://www.mtv.com/artists/eve/biography
 Faithless ,http://www.facebook.com/32446259606,http://www.twitter.com/faithless,http://www.faithless.co.uk/,Dance/Electronic,http://www.mtv.com/artists/faithless/biography
 Fefe Dobson ,http://www.facebook.com/108074571750,http://www.twitter.com/fefedobson,http://www.fefedobson.com,Pop/Rock,http://www.mtv.com/artists/fefe-dobson/biography
 Felix Bartholomew ,,,,,http://www.mtv.com/artists/felix-bartholomew/biography
 Flatt & Scruggs ,,,http://www.countrymusichalloffame.com/inductees/flatt_scruggs.html,Country,http://www.cmt.com/artists/flatt-scruggs/biography
 Force MD's ,,,,Hip-Hop/Rap,http://www.mtv.com/artists/force-mds/biography
 Florence Welch ,,,http://florenceandthemachine.net/,Alternative,http://www.mtv.com/artists/florence-welch/biography
 Fred Hammond ,http://www.facebook.com/102402045683,http://www.twitter.com/realfredhammond,,R&B/Soul,http://www.mtv.com/artists/fred-hammond/biography
 Frankie J ,http://www.facebook.com/261349563973471,http://www.twitter.com/therealfrankiej,http://frankiejonline.com/,Pop,http://www.mtv.com/artists/frankie-j/biography
 Frankie Valli ,,,,Pop,http://www.mtv.com/artists/frankie-valli/biography
 Franz Ferdinand ,http://www.facebook.com/9748517548,http://www.twitter.com/franz_ferdinand,http://www.franzferdinand.co.uk/,Rock,http://www.mtv.com/artists/franz-ferdinand/biography
 Freddie Gibbs ,http://www.facebook.com/8065620956,http://www.twitter.com/freddiegibbs,,Hip-Hop,http://www.mtv.com/artists/freddie-gibbs/biography
 FrÃ©dÃ©ric FranÃ§ois ,,,,Pop,http://www.mtv.com/artists/frederic-francois/biography
 Gabrielle Aplin ,http://www.facebook.com/pages/Gabrielle-Aplin-Official/142481721025,http://twitter.com/gabrielleaplin,http://www.gabrielleaplin.co.uk,Pop,http://www.mtv.com/artists/gabrielle-aplin/biography
 Fun Lovin' Criminals ,http://www.facebook.com/105636669470396,,,Rock,http://www.mtv.com/artists/fun-lovin-criminals/biography
 G. Love & Special Sauce ,http://www.facebook.com/14750930028,http://www.twitter.com/glove,http://philadelphonic.com,Rock,http://www.mtv.com/artists/g-love-special-sauce/biography
 Geschwister Hofmann ,,,,,http://www.mtv.com/artists/geschwister-hofmann/biography
 Gary Richrath ,,,,,http://www.mtv.com/artists/gary-richrath/biography
 Gary Valenciano ,http://www.facebook.com/190635784310768,http://www.twitter.com/garyvalenciano1,http://garyv.com,Pop,http://www.mtv.com/artists/gary-valenciano/biography
 Garou ,http://www.facebook.com/11515854604,http://www.twitter.com/garou_officiel,,World/Reggae,http://www.mtv.com/artists/garou/biography
 Genitallica ,,,,Rock,http://www.mtv.com/artists/genitallica/biography
 Gemischtes Quartett Ranten ,,,,,http://www.mtv.com/artists/gemischtes-quartett-ranten/biography
 Georgette Jones ,,,,,http://www.cmt.com/artists/georgette-jones/biography
 Giorgio Gioacchini ,,,http://www.studioplace.it,Electronica,http://www.mtv.com/artists/giorgio-gioacchini/biography
 Gigi (Ethiopian) ,,,,World/Reggae,http://www.mtv.com/artists/gigi-ethiopian-/biography
 Gregg Allman ,http://www.facebook.com/312475130697,http://www.twitter.com/greggallmannews,,Rock,http://www.mtv.com/artists/gregg-allman/biography
 Gregory Abbott ,http://www.facebook.com/140439205986954,http://www.twitter.com/gregoryabbott,http://www.gregoryabbott.com/,Soul,http://www.mtv.com/artists/gregory-abbott/biography
 Graham Nash ,http://www.facebook.com/223473114346585,http://www.twitter.com/thegrahamnash,http://www.nashnet.com/,Rock,http://www.mtv.com/artists/graham-nash/biography
 Gloria Gaynor ,,,http://www.gloriagaynor.com/,Disco,http://www.mtv.com/artists/gloria-gaynor/biography
 Grace Potter ,,,,,http://www.mtv.com/artists/grace-potter/biography
 Grandpa Elliott ,,,,,http://www.mtv.com/artists/grandpa-elliott/biography
 Gordon Lightfoot ,http://www.facebook.com/109515922408454,http://www.twitter.com/lightfoot365,,Blues/Folk,http://www.mtv.com/artists/gordon-lightfoot/biography
 Greenhaven ,,,http://nonemoregreen.com,Hard Rock,http://www.mtv.com/artists/greenhaven/biography
 Greg Hardin ,,,,,http://www.cmt.com/artists/greg-hardin/biography
 Grant Macdonald ,,http://www.twitter.com/grantmacdonald,http://www.RamRanch.com,Outlaw Country,http://www.cmt.com/artists/grant-macdonald/biography
 Grupo Corazon Andino ,,,,,http://www.mtv.com/artists/grupo-corazon-andino/biography
 Grupo ManÃ­a ,http://www.facebook.com/pages/-CHILENOS-ESPERANDO-AL-GRUPO-MANIA-/92043685156,,,World/International,http://www.mtv.com/artists/grupo-mania/biography
 Grizzly Bear ,http://www.facebook.com/14791099177,http://www.twitter.com/grizzlybear,,Rock,http://www.mtv.com/artists/grizzly-bear/biography
 Happy House ,,,,,http://www.mtv.com/artists/happy-house/biography
 Gwen Sebastian ,http://www.facebook.com/223777530625,http://www.twitter.com/http://www.gwensebastian.com,http://www.gwensebastian.com/,Country,http://www.cmt.com/artists/gwen-sebastian/biography
 Gyggy Planchart ,,,,,http://www.mtv.com/artists/gyggy-planchart/biography
 Hank Sasaki ,,,,,http://www.cmt.com/artists/hank-sasaki/biography
 Hawick Lau ,,,,,http://www.mtv.com/artists/hawick-lau/biography
 Hall & Oates ,http://www.facebook.com/56236238681,http://www.twitter.com/halloates,http://www.hallandoates.com/,Pop,http://www.mtv.com/artists/hall-oates/biography
 Harry Chatmon ,,,,,http://www.mtv.com/artists/harry-chatmon/biography
 Hayes Carll ,http://www.facebook.com/10482418574,http://www.twitter.com/hayescarll,http://www.hayescarll.com/,Country,http://www.cmt.com/artists/hayes-carll/biography
 Headlights ,http://www.facebook.com/14784940155,http://www.twitter.com/headlightsmusic,,Alternative,http://www.mtv.com/artists/headlights/biography
 Haricot Vert ,,,,,http://www.mtv.com/artists/haricot-vert/biography
 Harold Lee ,,,,,http://www.cmt.com/artists/harold-lee/biography
 Icona Pop ,,,,,http://www.mtv.com/artists/icona-pop/biography
 Heidi Hauge ,,,,,http://www.mtv.com/artists/heidi-hauge/biography
 Heartland (Country) ,http://www.facebook.com/heartlandband,,http://heartlandband.com/,Country,http://www.cmt.com/artists/heartland-country-1/biography
 Herbie Hancock ,http://www.facebook.com/7211826782,http://www.twitter.com/herbiehancock,http://www.imnworld.com/,R&B/Soul,http://www.mtv.com/artists/herbie-hancock/biography
 Henry Arland ,,,,,http://www.mtv.com/artists/henry-arland/biography
 Hinder ,http://www.facebook.com/41532430488,http://www.twitter.com/hindermusic,http://www.hinderonline.com/,Rock,http://www.mtv.com/artists/hinder/biography
 Hurricane Chris ,http://www.facebook.com/5556944331,http://www.twitter.com/hurricanechris6,,Hip-Hop,http://www.mtv.com/artists/hurricane-chris/biography
 Human Life ,,,,,http://www.mtv.com/artists/human-life/biography
 Ikimono-gakari ,http://www.facebook.com/11231929133,http://www.twitter.com/mizunoyoshiki,,World/Reggae,http://www.mtv.com/artists/ikimono-gakari/biography
 Iamamiwhoami ,http://www.facebook.com/270417754335,http://www.twitter.com/_iamamiwhoami_,,Electronic,http://www.mtv.com/artists/iamamiwhoami/biography
 Jackson Browne ,http://www.facebook.com/54896067086,http://www.twitter.com/songsofjbrowne,http://www.jacksonbrowne.com,Blues/Folk,http://www.mtv.com/artists/jackson-browne/biography
 Industria Del Amor ,,,,Latin,http://www.mtv.com/artists/industria-del-amor/biography
 In This Moment ,http://www.facebook.com/officialinthismoment,http://twitter.com/OfficialITM,http://inthismomentofficial.com/wordpress/,Rock,http://www.mtv.com/artists/in-this-moment/biography
 Ingrid Michaelson ,http://www.facebook.com/7063311079,http://www.twitter.com/ingridmusic,http://www.ingridmichaelson.com,Contemporary Singer/Songwriter,http://www.mtv.com/artists/ingrid-michaelson/biography
 Jackson Taylor ,http://www.facebook.com/53509208172,,,Country,http://www.cmt.com/artists/jackson-taylor/biography
 Irving Burgie ,http://www.facebook.com/123440096878,,,World/Reggae,http://www.mtv.com/artists/irving-burgie/biography
 Ira Kris ,,,,,http://www.mtv.com/artists/ira-kris/biography
 Irena Grafenauer [Flute] ,,,,,http://www.mtv.com/artists/irena-grafenauer-flute-/biography
 Irene Papas ,,,,,http://www.mtv.com/artists/irene-papas/biography
 Ivy Queen ,http://www.facebook.com/104002822975118,http://www.twitter.com/ivyqueendiva,,World/International,http://www.mtv.com/artists/ivy-queen/biography
 Jacinta Whyte ,,,,,http://www.mtv.com/artists/jacinta-whyte/biography
 Jack Ingram ,http://www.facebook.com/7807611058,http://www.twitter.com/jackingram,http://www.jackingram.net,Country,http://www.cmt.com/artists/jack-ingram/biography
 Jennifer Love Hewitt ,http://www.facebook.com/334807259890374,http://www.twitter.com/thereal_jlh,,Pop,http://www.mtv.com/artists/jennifer-love-hewitt/biography
 Jane Monheit ,http://www.facebook.com/10804933124,http://www.twitter.com/janemonheit,,Jazz,http://www.mtv.com/artists/jane-monheit/biography
 Janelle MonÃ¡e ,http://www.facebook.com/10945574855,http://www.twitter.com/janellemonae,http://www.jmonae.com,Funk,http://www.mtv.com/artists/janelle-monae/biography
 Jam Pony Express ,,,http://wjpemixradio.weebly.com,Hip-Hop/Rap,http://www.mtv.com/artists/jam-pony-express/biography
 Jah Cure ,http://www.facebook.com/11502899995,http://www.twitter.com/therealjahcure,,World/Reggae,http://www.mtv.com/artists/jah-cure/biography
 Jamie O'Neal ,,http://twitter.com/JamieONeal,http://jamieoneal.com/,Country,http://www.cmt.com/artists/jamie-oneal/biography
 James Moody ,http://www.facebook.com/53170297907,,http://www.jamesmoody.com/,Jazz,http://www.mtv.com/artists/james-moody/biography
 Jennifer Holliday ,http://www.facebook.com/468409359843768,,http://www.delafont.com/music_acts/Jennifer-Holliday.htm,R&B/Soul,http://www.mtv.com/artists/jennifer-holliday/biography
 Jaron and The Long Road to Love ,http://www.facebook.com/81709866956,http://www.twitter.com/jaronlowe,,Country,http://www.cmt.com/artists/jaron-and-the-long-road-to-love/biography
 Jefferson Starship ,,,http://www.jeffersonstarship.com/,Rock,http://www.mtv.com/artists/jefferson-starship/biography
 Jeffree Star ,,,,,http://www.mtv.com/artists/jeffree-star/biography
 Jeff Bates ,,,http://www.jeffbates.net/,Country,http://www.cmt.com/artists/jeff-bates/biography
 Jerry Reed ,http://www.facebook.com/219344616728,,http://www.delafont.com/music_acts/Jerry-Reed.htm,Country,http://www.cmt.com/artists/jerry-reed/biography
 Jessa Zaragoza ,,,,,http://www.mtv.com/artists/jessa-zaragoza/biography
 Jerry Douglas ,http://www.facebook.com/56204392064,http://www.twitter.com/jerrydouglas,http://www.jerrydouglas.com/,Country,http://www.cmt.com/artists/jerry-douglas/biography
 Jim James ,http://www.facebook.com/155637981129080,http://www.twitter.com/jimjames,http://jimjames.com/,Alternative,http://www.mtv.com/artists/jim-james/biography
" Julio Iglesias, Jr. ",http://www.facebook.com/24671010983,,,,http://www.mtv.com/artists/julio-iglesias-jr-2/biography
 Joanna Newsom ,http://www.facebook.com/112804918730764,http://www.twitter.com/itsjoannanewsom,,Alternative,http://www.mtv.com/artists/joanna-newsom/biography
 Jo Carol Pierce ,,,,Country,http://www.cmt.com/artists/jo-carol-pierce/biography
 Jo Hikk ,,,,,http://www.cmt.com/artists/jo-hikk/biography
 Jimmy Reed ,,,,Blues/Folk,http://www.mtv.com/artists/jimmy-reed/biography
 Jimmy Swaggart ,,,,,http://www.mtv.com/artists/jimmy-swaggart/biography
 Jinky Vidal ,,,,,http://www.mtv.com/artists/jinky-vidal/biography
 John Deacon ,,,,,http://www.mtv.com/artists/john-deacon-00/biography
 John Ellison ,,,,R&B/Soul,http://www.mtv.com/artists/john-ellison-00/biography
 John Fortune ,,,,,http://www.mtv.com/artists/john-fortune/biography
 Johnnie Taylor ,,,,Soul,http://www.mtv.com/artists/johnnie-taylor/biography
 John Tesh ,http://www.facebook.com/80985802712,http://www.twitter.com/johntesh,,Pop,http://www.mtv.com/artists/john-tesh/biography
 JosÃ© JosÃ© ,http://www.facebook.com/114387038573980,,,North American,http://www.mtv.com/artists/jos-jos-1/biography
 Johnny Duncan ,,,,Country,http://www.cmt.com/artists/johnny-duncan-00/biography
 Jordan Knight ,http://www.facebook.com/8821614887,http://www.twitter.com/jordanknight,http://www.jordanknight.com/,Pop,http://www.mtv.com/artists/jordan-knight/biography
 Jonny Lang ,http://www.facebook.com/6170128013,http://www.twitter.com/jonnylangband,http://www.jonnylang.com/,Blues,http://www.mtv.com/artists/jonny-lang/biography
 Kate Bush ,http://www.facebook.com/10393480679,http://www.twitter.com/katebush_music,http:// http://www.katebush.com/,Alternative,http://www.mtv.com/artists/kate-bush/biography
 Justin Hayward ,http://www.facebook.com/75793536402,http://www.twitter.com/djjustinhayward,,Alternative,http://www.mtv.com/artists/justin-hayward/biography
 Juelz Santana ,http://www.facebook.com/160442195927,http://www.twitter.com/thejuelzsantana,http://www.wtgbm.com/,Hip-Hop/Rap,http://www.mtv.com/artists/juelz-santana/biography
 Joslin Grove Choral Society ,,,,,http://www.mtv.com/artists/joslin-grove-choral-society/biography
 Jukebox the Ghost ,http://www.facebook.com/65181120016,http://www.twitter.com/jukeboxtheghost,http://jukeboxtheghost.com,Pop/Rock,http://www.mtv.com/artists/jukebox-the-ghost/biography
 Julian Kovatchev ,,,,,http://www.mtv.com/artists/julian-kovatchev/biography
 Junior Brown ,http://www.facebook.com/203063173104422,http://www.twitter.com/guitsteel,http://www.JuniorBrown.com,Americana,http://www.cmt.com/artists/junior-brown/biography
 Karen Carpenter ,http://www.facebook.com/14048577389,http://www.twitter.com/karenacarpenter,,Pop,http://www.mtv.com/artists/karen-carpenter/biography
 Kasey Chambers ,http://www.facebook.com/102894639767502,http://www.twitter.com/kaseychambers,http://www.kaseychambers.com/,Country,http://www.cmt.com/artists/kasey-chambers/biography
 Kasthuri Raja ,,,,,http://www.mtv.com/artists/kasthuri-raja/biography
 Kat Graham ,http://www.facebook.com/pages/Kat-Graham/119856773443,http://twitter.com/KatGraham,http://katgraham.com/,Pop,http://www.mtv.com/artists/kat-graham/biography
 Karen Sokolof Javitch ,,,,,http://www.mtv.com/artists/karen-sokolof-javitch/biography
 Kay Tse ,,,,,http://www.mtv.com/artists/kay-tse/biography
 KC Concepcion ,,,,,http://www.mtv.com/artists/kc-concepcion/biography
 Kenny Hall ,,,,,http://www.mtv.com/artists/kenny-hall-00/biography
 Kevin Benson ,,,,,http://www.mtv.com/artists/kevin-benson/biography
 Kevin Gales ,,,,,http://www.mtv.com/artists/kevin-gales/biography
" Ken ""Professor"" Philmore ",,,,World/Reggae,http://www.mtv.com/artists/ken-professor-philmore/biography
 King Nosmo ,,,,,http://www.cmt.com/artists/king-nosmo/biography
 Kidd Kidd ,http://www.facebook.com/190688214306805,http://www.twitter.com/itskiddkidd,http://ItsKiddKidd.com,Hip-Hop,http://www.mtv.com/artists/kidd-kidd/biography
 Kim Richey ,http://www.facebook.com/13058933206,http://www.twitter.com/kimrichey,,Country,http://www.cmt.com/artists/kim-richey/biography
 King's X ,http://www.facebook.com/71479589985,,http://www.kings-x.com/,Rock,http://www.mtv.com/artists/kings-x/biography
 Giannis Kotsiras ,,,,,http://www.mtv.com/artists/giannis-kotsiras-1/biography
 Kottonmouth Kings ,http://www.facebook.com/31875363358,http://www.twitter.com/kottonmouth,http://www.kottonmouthkings.com,Hip-Hop/Rap,http://www.mtv.com/artists/kottonmouth-kings/biography
 Larry Graham ,,,,Soul,http://www.mtv.com/artists/larry-graham/biography
 La Tropa F ,,,,Tejano/TexMex,http://www.mtv.com/artists/la-tropa-f/biography
 Lane Turner ,,,,,http://www.cmt.com/artists/lane-turner/biography
 La Bouche ,,,http://labouche.info/index.php?lang=de&page=start,House,http://www.mtv.com/artists/la-bouche/biography
 Lara Fabian ,http://www.facebook.com/201065806601591,http://www.twitter.com/lfabianofficial,http://www.larafabian.com/,Pop,http://www.mtv.com/artists/lara-fabian/biography
 Manu Chao ,http://www.facebook.com/258676355721,http://www.twitter.com/manuchao,http://www.manuchao.net/,Alternative,http://www.mtv.com/artists/manu-chao/biography
 Los Sacheros Santiaguenos ,,,,,http://www.mtv.com/artists/los-sacheros-santiaguenos/biography
 Lalo Mora ,,,,Latin,http://www.mtv.com/artists/lalo-mora/biography
 Lance Miller ,,,,,http://www.cmt.com/artists/lance-miller/biography
 Layne Staley ,,,,Rock,http://www.mtv.com/artists/layne-staley/biography
 LaToya Jackson ,http://www.facebook.com/193570900693194,,,Soul,http://www.mtv.com/artists/latoya-jackson/biography
 Laura Branigan ,,,http://www.laurabraniganonline.com,Pop,http://www.mtv.com/artists/laura-branigan/biography
 Leela James ,http://www.facebook.com/311760344439,http://www.twitter.com/leelajames,http://www.leelajames.com/,Pop,http://www.mtv.com/artists/leela-james/biography
 Level 42 ,http://www.facebook.com/10399501101,,http://www.level42.com/,Alternative,http://www.mtv.com/artists/level-42/biography
 Los Terribles del Norte ,,,,World/International,http://www.mtv.com/artists/los-terribles-del-norte/biography
 Los Toppers ,,,,,http://www.mtv.com/artists/los-toppers/biography
 Los Tucanes de Tijuana ,http://www.facebook.com/100388213366973,http://www.twitter.com/lostucanesdetj,,Latin,http://www.mtv.com/artists/los-tucanes-de-tijuana/biography
 Lionel Hampton ,http://www.facebook.com/576862159032325,,,Jazz,http://www.mtv.com/artists/lionel-hampton/biography
 Liryc ,http://www.facebook.com/154607591253561,http://twitter.com/LiRyC666,http://www.lirycshozi.com,World,http://www.mtv.com/artists/liryc/biography
 Liam Bailey ,http://www.facebook.com/22524895596,http://www.twitter.com/liambailey,,Rock,http://www.mtv.com/artists/liam-bailey/biography
 Linda Davis ,http://www.facebook.com/158457276837,,http://www.lindadavis.com/,Country,http://www.cmt.com/artists/linda-davis/biography
 Lindsey Haun ,,,,,http://www.mtv.com/artists/lindsey-haun/biography
 Lisa Marie Presley ,http://www.facebook.com/35492976739,http://www.twitter.com/lisapresley,http://lisamariepresley.com/,Rock,http://www.mtv.com/artists/lisa-marie-presley/biography
 Lil Rob ,,,,Hip-Hop/Rap,http://www.mtv.com/artists/lil-rob/biography
 Lila Downs ,http://www.facebook.com/35622749584,http://www.twitter.com/liladowns,,World/International,http://www.mtv.com/artists/lila-downs/biography
 Lily Allen ,http://www.facebook.com/5202024322,http://www.twitter.com/lilyallen,http://www.lilyallenmusic.com,Pop,http://www.mtv.com/artists/lily-allen/biography
 Little Boots ,http://www.facebook.com/15981157866,http://www.twitter.com/littleboots,http://www.littlebootsmusic.co.uk,Electronic,http://www.mtv.com/artists/little-boots/biography
 Little Feat ,http://www.facebook.com/265238713609,http://www.twitter.com/littlefeattweet,http://www.littlefeat.net/,Rock,http://www.mtv.com/artists/little-feat/biography
 Little Walter ,,,,Blues/Folk,http://www.mtv.com/artists/little-walter/biography
 Little Wings ,http://www.facebook.com/130230123665874,,,Alternative,http://www.mtv.com/artists/little-wings/biography
 little women ,,,,,http://www.mtv.com/artists/little-women/biography
 Loreena McKennitt ,http://www.facebook.com/27305161655,http://www.twitter.com/loreena,http://www.quinlanroad.com/,World/International,http://www.mtv.com/artists/loreena-mckennitt/biography
 Lois Snead ,,,,,http://www.mtv.com/artists/lois-snead/biography
 Los Mora ,,,,,http://www.mtv.com/artists/los-mora/biography
 Los Pumas Del Norte ,,,,Latin,http://www.mtv.com/artists/los-pumas-del-norte/biography
 Los Razos ,,,,Latin,http://www.mtv.com/artists/los-razos/biography
 Lou Josie ,,,,,http://www.mtv.com/artists/lou-josie/biography
 Lou Rawls ,http://www.facebook.com/107834629245350,,http://www.lourawls.com/,R&B/Soul,http://www.mtv.com/artists/lou-rawls/biography
 Loudness ,,,,Rock,http://www.mtv.com/artists/loudness/biography
 Macheteros ,,,,,http://www.mtv.com/artists/macheteros/biography
 Luis Miguel ,http://www.facebook.com/123825504333882,http://www.twitter.com/lmxlm,,World/International,http://www.mtv.com/artists/luis-miguel/biography
 Lucas Hoge ,http://www.facebook.com/83099086780,http://twitter.com/lucashoge,http://www.LucasHoge.com,Country,http://www.cmt.com/artists/lucas-hoge/biography
 Loverboy ,http://www.facebook.com/70118996833,http://www.twitter.com/loverboyband,http://www.loverboyband.com/home.html,Rock,http://www.mtv.com/artists/loverboy/biography
 Lyn Todd ,,,,Rock,http://www.mtv.com/artists/lyn-todd/biography
 Makaveli ,,,,,http://www.mtv.com/artists/makaveli/biography
 Mandy Moore ,http://www.facebook.com/135394319821910,http://www.twitter.com/themandymoore,http://www.mandymoorefan.com/,Pop,http://www.mtv.com/artists/mandy-moore/biography
 Manuela Van Geenhoven ,,,,,http://www.mtv.com/artists/manuela-van-geenhoven/biography
 Malcolm Moore ,,,,,http://www.mtv.com/artists/malcolm-moore-00/biography
 Mali Music ,,,,,http://www.mtv.com/artists/mali-music/biography
 Mallu MagalhÃ£es ,,,,,http://www.mtv.com/artists/mallu-magalhes-1/biography
 Maluma ,,,,Rock,http://www.mtv.com/artists/maluma/biography
 Marcus Eldridge ,,,,,http://www.cmt.com/artists/marcus-eldridge/biography
 Marillion ,http://www.facebook.com/8367514340,http://www.twitter.com/marilliononline,http://www.marillion.com,Prog-Rock/Art Rock,http://www.mtv.com/artists/marillion/biography
 Mark Murphy ,,,,Jazz,http://www.mtv.com/artists/mark-murphy-00/biography
 Mark Chesnutt ,http://www.facebook.com/57564893632,http://www.twitter.com/markchesnutt,http://www.markchesnutt.com/,Country,http://www.cmt.com/artists/mark-chesnutt/biography
 Marisol ,,,,,http://www.mtv.com/artists/marisol/biography
 Marshmello ,,,,,http://www.mtv.com/artists/marshmello/biography
 Marvin Sapp ,http://www.facebook.com/238730370891,http://www.twitter.com/marvinsapp,http://www.myrrh.com/artist-sites/msapp/,R&B/Soul,http://www.mtv.com/artists/marvin-sapp/biography
 Marky Mark ,,,,Hip-Hop/Rap,http://www.mtv.com/artists/marky-mark/biography
 Michael Nesmith ,,,,Singer/Songwriter,http://www.mtv.com/artists/michael-nesmith/biography
 Mazza Magoo ,,,,,http://www.mtv.com/artists/mazza-magoo/biography
 Mbaraka Mwinshehe & Morogoro Jazz Band ,,,,World/International,http://www.mtv.com/artists/mbaraka-mwinshehe-morogoro-jazz-band/biography
 MBLAQ ,,,,,http://www.mtv.com/artists/mblaq/biography
 MC Number 6 ,,,,,http://www.mtv.com/artists/mc-number-6/biography
 Maureen McCormick ,,,,,http://www.mtv.com/artists/maureen-mccormick/biography
 Master Saleem ,,,,,http://www.mtv.com/artists/master-saleem/biography
 Matt Mercado ,,,,Rock,http://www.mtv.com/artists/matt-mercado/biography
 Maynard James Keenan ,http://www.facebook.com/151516714928062,http://www.twitter.com/caduceuscellars,,Rock,http://www.mtv.com/artists/maynard-james-keenan/biography
 Max Martin ,http://www.facebook.com/75057705535,,,Rock,http://www.mtv.com/artists/max-martin/biography
 M.I.A. ,http://www.facebook.com/19794112072,http://www.twitter.com/miauniverse,http://www.miauk.com,Alternative,http://www.mtv.com/artists/mia/biography
 Melonie Cannon ,,,,Country,http://www.cmt.com/artists/melonie-cannon/biography
 Melanie Amaro ,http://www.facebook.com/117865004985741,http://www.twitter.com/itsmelanieamaro,,R&B,http://www.mtv.com/artists/melanie-amaro/biography
 Melanie Fiona ,http://www.facebook.com/60126025870,http://www.twitter.com/melaniefiona,http://melaniefiona.com/,R&B/Soul,http://www.mtv.com/artists/melanie-fiona/biography
 Melissa Auf der Maur ,,,,,http://www.mtv.com/artists/melissa-auf-der-maur/biography
 Melissa Bollea ,,,,,http://www.cmt.com/artists/melissa-bollea/biography
 Melissa Etheridge ,http://www.facebook.com/39031722775,http://www.twitter.com/metheridge,http://www.melissaetheridge.com/,Rock,http://www.mtv.com/artists/melissa-etheridge/biography
 Michael Winans/Regina Winans ,,,,,http://www.mtv.com/artists/michael-winans-regina-winans/biography
 Ministry ,http://www.facebook.com/146334388721177,http://www.twitter.com/ministrytwit,http://www.ministrymusic.org/,Rock,http://www.mtv.com/artists/ministry/biography
 Michael Celedon ,,,,,http://www.mtv.com/artists/michael-celedon/biography
 Miracle (Rap) ,,,,Hip-Hop,http://www.mtv.com/artists/miracle-rap-/biography
 Mike Will ,,,,,http://www.mtv.com/artists/mike-will/biography
 Mike O'Brien ,,,,,http://www.mtv.com/artists/mike-obrien/biography
 Mike Farris ,http://www.facebook.com/14570467546,http://www.twitter.com/mikefarrismusic,,Rock,http://www.mtv.com/artists/mike-farris/biography
 Millie Jackson ,,,,R&B/Soul,http://www.mtv.com/artists/millie-jackson/biography
 Moe Bandy ,,,http://www.moebandy.com/,Country,http://www.cmt.com/artists/moe-bandy/biography
 Money Mark ,,http://twitter.com/moneymarkdiggla,http://www.treplus.com,Hip-Hop,http://www.mtv.com/artists/money-mark/biography
 Moonshine Bandits ,http://www.facebook.com/143895036081,http://www.twitter.com/moonshinebandit,http://www.moonshinebandits.com,Alternative,http://www.mtv.com/artists/moonshine-bandits/biography
 Mohit Chauhan ,,,,,http://www.mtv.com/artists/mohit-chauhan-00/biography
 Monaco ,,,,Rock,http://www.mtv.com/artists/monaco/biography
 N8than Speed ,,,,Hip-Hop,http://www.mtv.com/artists/n8than-speed/biography
 Nadama ,,,,,http://www.mtv.com/artists/nadama/biography
 Mother Maybelle Carter ,,,,Country,http://www.cmt.com/artists/mother-maybelle-carter/biography
 MÃ¶tley CrÃ¼e ,http://www.facebook.com/9721897972,http://www.twitter.com/motleycrue,http://www.motley.com,Hard Rock,http://www.mtv.com/artists/motley-crue/biography
 MotÃ¶rhead ,http://www.facebook.com/473374319361548,http://www.twitter.com/mymotorhead,http://www.imotorhead.com,Metal,http://www.mtv.com/artists/motorhead/biography
 Mountain ,http://www.facebook.com/71180759736,,,Rock,http://www.mtv.com/artists/mountain/biography
 Morris Day ,,,http://www.morrisday.info,Funk,http://www.mtv.com/artists/morris-day/biography
 My Bloody Valentine ,http://www.facebook.com/239952032762368,http://www.twitter.com/theofficialmbv,,Rock,http://www.mtv.com/artists/my-bloody-valentine/biography
 Natalie Cole ,http://www.facebook.com/173265429355801,http://www.twitter.com/nataliecole,,R&B/Soul,http://www.mtv.com/artists/natalie-cole/biography
 Natalie Imbruglia ,http://www.facebook.com/20737841842,http://www.twitter.com/natimbruglia,http://www.natalieimbruglia.com/,Pop,http://www.mtv.com/artists/natalie-imbruglia/biography
